ID,Name,Description,Aliases
"exicon-1753308732375-belching","Belching","<p>Pax lays flat on then ground in a line, Q says go. Everyone hops up similar to recovering from a burpee, and sprints 5 - 10 steps, then dives down flat on the ground remaining in line. Essentially, you're advancing the field without the enemy fire being able to smoke you. Go hard, go quick. After getting to your resting place, complete upper, and core routines, then do a different upper, core routine, then belch back to the starting point, mission accomplished. Best on grassy fields in the gloom with some morning dew, some dives have slides, one must reverse low crawl to get back to the line or forward low crawl to advance to the line.</p>",""
"exicon-1753308732792-bent-jacob","Bent Jacob","<p>Bent Jacob Any deviation from a straight #JacobsLadder.</p>",""
"exicon-1753308732999-berkins","Berkins","<p>Berkins Doing merkins using bricks, best when including squats and jumpups.</p>",""
"exicon-1753308733208-bernie-sanders","Bernie Sanders","<p>Bernie Sanders Find the tallest hill you can and traverse it from bottom to top while running backwards. You''ll find the quads you never had and all the while feeling the BERN. Repeat as necessary.</p>",""
"exicon-1753308733417-big-bang","Big Bang","<p>PAX form small circle, everyone in a plank, shoulder-to-shoulder. Place headlamp in the center. Q calls out a number and exercise. For example, \"10 burpees,\" means PAX stand up in an explosion of energy, run directly away from center of circle 10 yards/paces and do 10 burpees, then run back to the center and plank for the 6. Each PAX must find their own route away from the center of circle. Obstacles--ditches, trees, pits--are encouraged, but next round can''t start until all PAX accounted for. Generally performed in increasing counts (10 paces/reps, 20 paces/reps, 30 paces/reps, 40 paces/reps, 50 paces/reps) representing the ever-expanding universe.</p>",""
"exicon-1771429754408-big-boy-knock-out","Big Boy Knock Out","<p>Big Boy Sit Ups with 2 punches.</p><p>On your six. Get up then 2 punches before going back down to original position. </p>","[object Object]"
"exicon-1753308733626-big-boy-sit-up-ups-(aka,-bissyous)","Big Boy Sit-up-Ups (aka, Bissyous)","<p>Big Boy Sit-up-Ups (aka, Bissyous) Big Boy Sit-up-Ups = standard Big Boy Sit-ups + stand all the way up when you get to the top of each sit-up position... helps to have a Partner holding your feet. Recommended Partner holding feet keep head down chin to chest - avoid strange encounters to the face during exercise!</p>",""
"exicon-1753308733838-big-o","Big O","<p>Big O Sit on the very edge of a skate bowl or any ledge with your legs hanging over the abyss, feet together. Make big O''s with your feet, bringing them down into the bowl on the downswing. Hands out to the side or gripping ledge.</p>",""
"exicon-1753308734056-bill-murray","Bill Murray","<p>Same as Sheldon Cooper, but instead of decreasing reps after each run, you do 10 merkins, 10 squats, 10 BBSU, and 10 burpees each time. After the 3rd or 4th round, one of the PAX said he felt like he was in ''Groundhog Day.'' That is what led us to Bill Murray for the name.</p><p>Best when done to Sonny &amp; Cher's 'I Got You, Babe' on repeat....</p>",""
"exicon-1753308734481-billy-madison","Billy Madison","<p>Billy Madison Inspired by Billy Madison''s journey through back through school, this routine involves a running loop and exercise per grade. For best effects, perform routine on school grounds. Begin with a loop (ideally single-file line leader style) to simulate the grade, followed by an exercise with 12 reps as the exam. This concludes 1st grade. Run the loop again, followed by the 1st grade exercise x 12 reps plus a new exercise x 12 reps. This concludes 2nd grade. Continue with the loop and adding an exercise each time until you''ve completed one loop and exercise combo for each of the 12 grades. Great for mumble chatter and telling of high school victories. Celebrate graduation with snack packs for all!</p>",""
"exicon-1753308734698-billy-run","Billy Run","<p>Billy Run An AYG run performed during the last few hundred yards of what ought to be fellowship pace back to the parking lot at the end of a workout, initiated by one of the PAX when the spirit leads.</p>",""
"exicon-1753308734917-bizarro","Bizarro","<p>Bizarro Bizzaro is Superman''s Doppelganger (aka the \"negative Superman\"), from DC comics. The exercise involves pulsing in and out of the Superman position over the lip of a skate bowl/pool (picnic table, ledge, whatever) so that the legs actually go negative.</p>",""
"exicon-1753308735125-black-jack","Black Jack","<p>Black Jack Start on the sideline of a football field. Perform 1 Merkin - run to other sideline - perform 20 LBCs. Run back and do 2 Merkins. Run back for 19 LBCs. Repeat until you do 20 Merkins and 1 LBC, running between the sidelines. Always adds up to 21 - BLACK JACK!</p>",""
"exicon-1753308735345-black-snake","Black Snake","<p>Black Snake Take an Indian Run, but the last guy has to weave his way through the Pax to the front of the line.</p>",""
"exicon-1753308735557-blades-of-steel","Blades of Steel","<p>Start in plank position with hands directly under shoulders, keeping arms as straight as possible. Slowly perform merkin with only your shoulders doing the movement, no bend in your elbows. At your lowest position your shoulder blades are close together, with elbows and back still straight. Slowly raise your body with only your shoulder blades pushing away from your spine. Your shoulder blades will be slightly rounded at top once complete. Suggested to move slow.</p>",""
"exicon-1753308735770-blart","Blart","Blart Similar to an Al Gore, Pax are in Air Chair position and grab the handlebars of their Segway. Pax bend at the knees - left, forward, right, back is 1 count (Kodiak style)",""
"exicon-1753308736064-blimps","Blimps","<p>5 burpees, 10 lunge each leg, 15 imperial walker, 20 merkins, 25 plank jacks, 30 squats. Rinse and repeat as needed. Can be done to cross a field or lot.</p>",""
"exicon-1780546243558-blitzkrieg-boppin’","Blitzkrieg Boppin’","<p>To The Ramones “Blitzkreig Bop.”</p><p>Curb touches (Cindy, curb or step) throughout song.  Jump squat at “Let’s Go”.  2 jump squats at “Bop.”  </p><p></p>",""
"exicon-1753308736275-block-a-dock","Block a Dock","<p>Block a Dock Where applicable with a loading dock. Place Cinder block at your feet close to the dock. Pickup the block set it on the dock and put it back down.</p>",""
"exicon-1753308736493-block-burners","Block Burners","<p>Best done with 12x12 Deck Blocks. Push deck block across a parking lot for about 40 yards. Do 11 Big boys with block. Push block back to start and do 1 Incline Merkin on the block. Repeat but drop 1 big boy each trip and add 1 merkin until you hit 13.</p>",""
"exicon-1753308736700-block-webbs","Block Webbs","<p>Block Webbs A Jack Webb using a concrete block incline merkin &amp; a block press instead of an air press.</p>",""
"exicon-1763413639977-block-over-burpees","Block-Over Burpees","<p>The block-over Burpee is a simple up-mod of the standard burpee where you must jump over a coupon on the up. It’s surprising how much extra effort these take when doing large quantities of them</p>",""
"exicon-1753308736904-blockee","Blockee","<p>Burpees with cinder blocks (or sandbags). With your cinder block drop down and do a Merkin on the cinder block. Return to the standing position and press the cinder block above your head to complete one rep.</p>",""
"exicon-1773467293565-blocko-motor-city-shuffle-(bmcs)","Blocko Motor City Shuffle (BMCS)","<p>Variation the on the <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308825060-motor-city-shuffle\" data-label=\"Motor City Shuffle\" data-mention-suggestion-char=\"@\">@Motor City Shuffle</span> </p><p>With a Cinder Block In hand, Lunge with OH Press x2, First Part of Blockee, Merkins on block x5, Plank Jacks on block x5, second Part of Blockee (thruster), squat, block thruster throw, Frog Hop to Block, = 1 Rep! </p><p>Should be done in a grassy field.</p>",""
"exicon-1753308737348-blocktanamo","Blocktanamo","Blocktanamo PAX circle up with their backs towards the center, holding a coupon straight out in front of them. One PAX sets down his block and runs outside the circle, pressing down on the others'' blocks as he passes. The next PAX sets his block down and begins his run as soon as the guy next to him returns to his spot. The exercise ends when the final PAX completes his lap. This can be done both clockwise and counterclockwise. A modified version of a PAX favorite, Guantanamo.",""
"exicon-1753308737643-blue-falcon","Blue Falcon","<p>Pax is divided into two teams teams have 30 sec to come up with a plan then each team has 3 min (however long Q decides) to do their own workout at the end of the workout you trade workouts and the other team has 3 min to complete the other teams workout. This can be done single or multiple rounds at the end of each round loser has a punishment (20 burpees) or something like that if both teams complete the exercises it can be a tie. Or since this is America first one to complete others workout plan wins.</p>",""
"exicon-1753308737866-boat-/-canoe","Boat Canoe","Boat Canoe The Boat position would be while on six with legs pulled up to chest and arms beside body. Canoe is when legs and back are straightened while keeping both off the ground. Q calls out Boat or Canoe.",""
"exicon-1753308738078-bobby-hurley","Bobby Hurley","<p>Bobby Hurley When one does a squat and slaps the ground with both hands like a Duke basketball player, then jumps up and raising arms as if taking a jump shot.</p>",""
"exicon-1753308738287-bodies-hit-the-floor","Bodies Hit the Floor","Bodies Hit the Floor This is done to the song Bodies by Drowning Pool (3:21). Start in plank position. When the song says \"Let The Bodies Hit The Floor\" do a Donkey Kick (26 Total). When the song counts (1, 2, 3, 4) do a Merkin (21 Total). Always plank when not doing Donkey Kicks or Merkins and never let your Bodies Hit The Floor.",""
"exicon-1753308738590-body-bag-builders","Body Bag Builders","<p>Body Bag Builders This is a 10-count exercise. Perform 8-ct Body Builder but *insert 2-ct (right knee/left knee) Mountain Climber* after 2-ct Plank Jack but before 2-ct Merkin portion...''voila''...\"8-ct Body Builder\" but worse; hence, the body bag reference.</p>",""
